ID, t, I
974, 9.740, 1688.0
975, 9.750, 1733.0
976, 9.760, 1749.0
977, 9.770, 1742.0
978, 9.780, 1722.0
979, 9.790, 1671.0
980, 9.800, 1712.0
981, 9.810, 1779.0
982, 9.820, 1742.0
983, 9.830, 1711.0
984, 9.840, 1663.0
985, 9.850, 1687.0
986, 9.860, 1717.0
987, 9.870, 1701.0
988, 9.880, 1683.0
989, 9.890, 1661.0
990, 9.900, 1677.0
991, 9.910, 1637.0
992, 9.920, 1629.0
993, 9.930, 1650.0
994, 9.940, 1648.0
995, 9.950, 1631.0
996, 9.960, 1623.0
997, 9.970, 1604.0
998, 9.980, 1641.0
999, 9.990, 1648.0
1000, 10.000, 1629.0
1001, 10.010, 1611.0
1002, 10.020, 1616.0
1003, 10.030, 1648.0
1004, 10.040, 1659.0
1005, 10.050, 1635.0
1006, 10.060, 1621.0
1007, 10.070, 1638.0
1008, 10.080, 1665.0
1009, 10.090, 1678.0
1010, 10.100, 1676.0
1011, 10.110, 1619.0
1012, 10.120, 1629.0
1013, 10.130, 1649.0
1014, 10.140, 1673.0
1015, 10.150, 1732.0
1016, 10.160, 1724.0
1017, 10.170, 1700.0
1018, 10.180, 1695.0
1019, 10.190, 1683.0
1020, 10.200, 1735.0
1021, 10.210, 1765.0
1022, 10.220, 1746.0
1023, 10.230, 1711.0
1024, 10.240, 1703.0
1025, 10.250, 1739.0
1026, 10.260, 1747.0
1027, 10.270, 1762.0
1028, 10.280, 1697.0
1029, 10.290, 1648.0
1030, 10.300, 1686.0
1031, 10.310, 1776.0
1032, 10.320, 1773.0
1033, 10.330, 1700.0
1034, 10.340, 1688.0
1035, 10.350, 1647.0
1036, 10.360, 1653.0
1037, 10.370, 1693.0
1038, 10.380, 1679.0
1039, 10.390, 1678.0
1040, 10.400, 1647.0
1041, 10.410, 1591.0
1042, 10.420, 1622.0
1043, 10.430, 1643.0
1044, 10.440, 1644.0
1045, 10.450, 1623.0
1046, 10.460, 1583.0
1047, 10.470, 1588.0
1048, 10.480, 1629.0
1049, 10.490, 1645.0
1050, 10.500, 1618.0
1051, 10.510, 1570.0
1052, 10.520, 1600.0
1053, 10.530, 1615.0
1054, 10.540, 1643.0
1055, 10.550, 1630.0
1056, 10.560, 1625.0
1057, 10.570, 1626.0
1058, 10.580, 1647.0
1059, 10.590, 1671.0
1060, 10.600, 1649.0
1061, 10.610, 1669.0
1062, 10.620, 1702.0
1063, 10.630, 1696.0
1064, 10.640, 1710.0
1065, 10.650, 1703.0
1066, 10.660, 1706.0
1067, 10.670, 1756.0
1068, 10.680, 1712.0
1069, 10.690, 1707.0
1070, 10.700, 1755.0
1071, 10.710, 1791.0
1072, 10.720, 1823.0
1073, 10.730, 1706.0
1074, 10.740, 1707.0
1075, 10.750, 1736.0
1076, 10.760, 1781.0
1077, 10.770, 1774.0
1078, 10.780, 1713.0
1079, 10.790, 1707.0
1080, 10.800, 1717.0
1081, 10.810, 1699.0
1082, 10.820, 1675.0
1083, 10.830, 1681.0
1084, 10.840, 1689.0
1085, 10.850, 1645.0
1086, 10.860, 1663.0
1087, 10.870, 1651.0
1088, 10.880, 1651.0
1089, 10.890, 1647.0
1090, 10.900, 1601.0
1091, 10.910, 1590.0
1092, 10.920, 1619.0
1093, 10.930, 1635.0
1094, 10.940, 1635.0
1095, 10.950, 1587.0
1096, 10.960, 1580.0
1097, 10.970, 1589.0
1098, 10.980, 1629.0
1099, 10.990, 1632.0
1100, 11.000, 1604.0
1101, 11.010, 1593.0
1102, 11.020, 1621.0
1103, 11.030, 1662.0
1104, 11.040, 1660.0
1105, 11.050, 1642.0
1106, 11.060, 1650.0
1107, 11.070, 1661.0
1108, 11.080, 1693.0
1109, 11.090, 1703.0
1110, 11.100, 1700.0
1111, 11.110, 1743.0
1112, 11.120, 1736.0
1113, 11.130, 1719.0
1114, 11.140, 1732.0
1115, 11.150, 1759.0
1116, 11.160, 1913.0
1117, 11.170, 1805.0
1118, 11.180, 1728.0
1119, 11.190, 1717.0
1120, 11.200, 1777.0
1121, 11.210, 1879.0
1122, 11.220, 1769.0
1123, 11.230, 1708.0
1124, 11.240, 1700.0
1125, 11.250, 1734.0
1126, 11.260, 1748.0
1127, 11.270, 1727.0
1128, 11.280, 1694.0
1129, 11.290, 1664.0
1130, 11.300, 1669.0
1131, 11.310, 1650.0
1132, 11.320, 1649.0
1133, 11.330, 1659.0
1134, 11.340, 1644.0
1135, 11.350, 1608.0
1136, 11.360, 1596.0
1137, 11.370, 1602.0
1138, 11.380, 1639.0
1139, 11.390, 1628.0
1140, 11.400, 1585.0
1141, 11.410, 1565.0
1142, 11.420, 1577.0
1143, 11.430, 1625.0
1144, 11.440, 1632.0
1145, 11.450, 1607.0
1146, 11.460, 1581.0
1147, 11.470, 1586.0
1148, 11.480, 1636.0
1149, 11.490, 1650.0
1150, 11.500, 1629.0
1151, 11.510, 1614.0
1152, 11.520, 1657.0
1153, 11.530, 1682.0
1154, 11.540, 1683.0
1155, 11.550, 1693.0
1156, 11.560, 1677.0
1157, 11.570, 1690.0
1158, 11.580, 1708.0
1159, 11.590, 1704.0
1160, 11.600, 1761.0
1161, 11.610, 1777.0
1162, 11.620, 1756.0
1163, 11.630, 1743.0
1164, 11.640, 1728.0
1165, 11.650, 1863.0
1166, 11.660, 1970.0
1167, 11.670, 1884.0
1168, 11.680, 1764.0
1169, 11.690, 1736.0
1170, 11.700, 1810.0
1171, 11.710, 1877.0
1172, 11.720, 1818.0
1173, 11.730, 1722.0
1174, 11.740, 1728.0
1175, 11.750, 1752.0
1176, 11.760, 1731.0
1177, 11.770, 1725.0
1178, 11.780, 1674.0
1179, 11.790, 1663.0
1180, 11.800, 1685.0
1181, 11.810, 1662.0
1182, 11.820, 1672.0
1183, 11.830, 1655.0
1184, 11.840, 1616.0
1185, 11.850, 1586.0
1186, 11.860, 1567.0
1187, 11.870, 1612.0
1188, 11.880, 1633.0
1189, 11.890, 1615.0
1190, 11.900, 1578.0
1191, 11.910, 1536.0
1192, 11.920, 1591.0
1193, 11.930, 1622.0
1194, 11.940, 1631.0
1195, 11.950, 1591.0
1196, 11.960, 1576.0
1197, 11.970, 1612.0
1198, 11.980, 1650.0
1199, 11.990, 1654.0
1200, 12.000, 1609.0
1201, 12.010, 1612.0
1202, 12.020, 1649.0
1203, 12.030, 1668.0
1204, 12.040, 1692.0
1205, 12.050, 1691.0
1206, 12.060, 1694.0
1207, 12.070, 1715.0
1208, 12.080, 1697.0
1209, 12.090, 1717.0
1210, 12.100, 1794.0
1211, 12.110, 1842.0
1212, 12.120, 1874.0
1213, 12.130, 1739.0
1214, 12.140, 1762.0
1215, 12.150, 1933.0
1216, 12.160, 2028.0
1217, 12.170, 1998.0
1218, 12.180, 1762.0
1219, 12.190, 1755.0
1220, 12.200, 1918.0
1221, 12.210, 2074.0
1222, 12.220, 1865.0
1223, 12.230, 1713.0
1224, 12.240, 1711.0
1225, 12.250, 1708.0
1226, 12.260, 1774.0
1227, 12.270, 1742.0
1228, 12.280, 1683.0
1229, 12.290, 1674.0
1230, 12.300, 1634.0
1231, 12.310, 1622.0
1232, 12.320, 1625.0
1233, 12.330, 1629.0
1234, 12.340, 1651.0
1235, 12.350, 1573.0
1236, 12.360, 1569.0
1237, 12.370, 1584.0
1238, 12.380, 1602.0
1239, 12.390, 1613.0
1240, 12.400, 1559.0
1241, 12.410, 1553.0
1242, 12.420, 1597.0
1243, 12.430, 1617.0
1244, 12.440, 1629.0
1245, 12.450, 1586.0
1246, 12.460, 1570.0
1247, 12.470, 1604.0
1248, 12.480, 1632.0
1249, 12.490, 1633.0
1250, 12.500, 1622.0
1251, 12.510, 1615.0
1252, 12.520, 1626.0
1253, 12.530, 1657.0
1254, 12.540, 1683.0
1255, 12.550, 1665.0
1256, 12.560, 1727.0
1257, 12.570, 1714.0
1258, 12.580, 1699.0
1259, 12.590, 1722.0
1260, 12.600, 1715.0
1261, 12.610, 1820.0
1262, 12.620, 1756.0
1263, 12.630, 1741.0
1264, 12.640, 1756.0
1265, 12.650, 1831.0
1266, 12.660, 2059.0
1267, 12.670, 1901.0
1268, 12.680, 1753.0
1269, 12.690, 1783.0
1270, 12.700, 1943.0
1271, 12.710, 2078.0
1272, 12.720, 1987.0
1273, 12.730, 1757.0
1274, 12.740, 1747.0
1275, 12.750, 1795.0
1276, 12.760, 1817.0
1277, 12.770, 1744.0
1278, 12.780, 1691.0
1279, 12.790, 1674.0
1280, 12.800, 1713.0
1281, 12.810, 1705.0
1282, 12.820, 1670.0
1283, 12.830, 1655.0
1284, 12.840, 1627.0
1285, 12.850, 1615.0
1286, 12.860, 1634.0
1287, 12.870, 1608.0
1288, 12.880, 1642.0
1289, 12.890, 1609.0
1290, 12.900, 1564.0
1291, 12.910, 1555.0
1292, 12.920, 1577.0
1293, 12.930, 1622.0
1294, 12.940, 1608.0
1295, 12.950, 1558.0
1296, 12.960, 1558.0
1297, 12.970, 1585.0
1298, 12.980, 1644.0
1299, 12.990, 1627.0
1300, 13.000, 1573.0
1301, 13.010, 1572.0
1302, 13.020, 1631.0
1303, 13.030, 1683.0
1304, 13.040, 1660.0
1305, 13.050, 1625.0
1306, 13.060, 1620.0
1307, 13.070, 1660.0
1308, 13.080, 1701.0
1309, 13.090, 1705.0
1310, 13.100, 1719.0
1311, 13.110, 1706.0
1312, 13.120, 1713.0
1313, 13.130, 1737.0
1314, 13.140, 1730.0
1315, 13.150, 1962.0
1316, 13.160, 2036.0
1317, 13.170, 1831.0
1318, 13.180, 1813.0
1319, 13.190, 1825.0
1320, 13.200, 2058.0
1321, 13.210, 2170.0
1322, 13.220, 1996.0
1323, 13.230, 1839.0
1324, 13.240, 1803.0
1325, 13.250, 2057.0
1326, 13.260, 2131.0
1327, 13.270, 1891.0
1328, 13.280, 1726.0
1329, 13.290, 1708.0
1330, 13.300, 1763.0
1331, 13.310, 1766.0
1332, 13.320, 1713.0
1333, 13.330, 1683.0
1334, 13.340, 1673.0
1335, 13.350, 1670.0
1336, 13.360, 1652.0
1337, 13.370, 1646.0
1338, 13.380, 1647.0
1339, 13.390, 1604.0
1340, 13.400, 1576.0
1341, 13.410, 1565.0
1342, 13.420, 1585.0
1343, 13.430, 1621.0
1344, 13.440, 1569.0
1345, 13.450, 1543.0
1346, 13.460, 1542.0
1347, 13.470, 1553.0
1348, 13.480, 1609.0
1349, 13.490, 1575.0
1350, 13.500, 1537.0
1351, 13.510, 1540.0
1352, 13.520, 1573.0
1353, 13.530, 1632.0
1354, 13.540, 1606.0
1355, 13.550, 1558.0
1356, 13.560, 1578.0
1357, 13.570, 1631.0
1358, 13.580, 1660.0
1359, 13.590, 1667.0
1360, 13.600, 1644.0
1361, 13.610, 1628.0
1362, 13.620, 1688.0
1363, 13.630, 1723.0
1364, 13.640, 1708.0
1365, 13.650, 1786.0
1366, 13.660, 1759.0
1367, 13.670, 1755.0
1368, 13.680, 1743.0
1369, 13.690, 1788.0
1370, 13.700, 2065.0
1371, 13.710, 2031.0
1372, 13.720, 1919.0
1373, 13.730, 1752.0
1374, 13.740, 1792.0
1375, 13.750, 2165.0
1376, 13.760, 2169.0
1377, 13.770, 2064.0
1378, 13.780, 1784.0
1379, 13.790, 1804.0
1380, 13.800, 2083.0
1381, 13.810, 2161.0
1382, 13.820, 1934.0
1383, 13.830, 1740.0
1384, 13.840, 1733.0
1385, 13.850, 1702.0
1386, 13.860, 1713.0
1387, 13.870, 1700.0
1388, 13.880, 1676.0
1389, 13.890, 1669.0
1390, 13.900, 1632.0
1391, 13.910, 1572.0
1392, 13.920, 1617.0
1393, 13.930, 1613.0
1394, 13.940, 1609.0
1395, 13.950, 1569.0
1396, 13.960, 1528.0
1397, 13.970, 1589.0
1398, 13.980, 1601.0
1399, 13.990, 1587.0
1400, 14.000, 1510.0
1401, 14.010, 1493.0
1402, 14.020, 1573.0
1403, 14.030, 1600.0
1404, 14.040, 1585.0
1405, 14.050, 1521.0
1406, 14.060, 1505.0
1407, 14.070, 1574.0
1408, 14.080, 1616.0
1409, 14.090, 1608.0
1410, 14.100, 1572.0
1411, 14.110, 1596.0
1412, 14.120, 1645.0
1413, 14.130, 1669.0
1414, 14.140, 1668.0
1415, 14.150, 1640.0
1416, 14.160, 1663.0
1417, 14.170, 1707.0
1418, 14.180, 1708.0
1419, 14.190, 1755.0
1420, 14.200, 1731.0
1421, 14.210, 1757.0
1422, 14.220, 1769.0
1423, 14.230, 1731.0
1424, 14.240, 1852.0
1425, 14.250, 2061.0
1426, 14.260, 2097.0
1427, 14.270, 1969.0
1428, 14.280, 1768.0
1429, 14.290, 1871.0
1430, 14.300, 2140.0
1431, 14.310, 2169.0
1432, 14.320, 2088.0
1433, 14.330, 1757.0
1434, 14.340, 1820.0
1435, 14.350, 2121.0
1436, 14.360, 2126.0
1437, 14.370, 1875.0
1438, 14.380, 1730.0
1439, 14.390, 1822.0
1440, 14.400, 1888.0
1441, 14.410, 1833.0
1442, 14.420, 1700.0
1443, 14.430, 1653.0
1444, 14.440, 1703.0
1445, 14.450, 1703.0
1446, 14.460, 1693.0
1447, 14.470, 1635.0
1448, 14.480, 1620.0
1449, 14.490, 1603.0
1450, 14.500, 1584.0
1451, 14.510, 1603.0
1452, 14.520, 1599.0
1453, 14.530, 1591.0
1454, 14.540, 1570.0
1455, 14.550, 1505.0
1456, 14.560, 1509.0
1457, 14.570, 1559.0
1458, 14.580, 1585.0
1459, 14.590, 1558.0
1460, 14.600, 1496.0
1461, 14.610, 1483.0
1462, 14.620, 1570.0
1463, 14.630, 1599.0
1464, 14.640, 1568.0
1465, 14.650, 1508.0
1466, 14.660, 1509.0
1467, 14.670, 1602.0
1468, 14.680, 1644.0
1469, 14.690, 1623.0
1470, 14.700, 1579.0
1471, 14.710, 1627.0
1472, 14.720, 1671.0
1473, 14.730, 1682.0
1474, 14.740, 1727.0
1475, 14.750, 1742.0
1476, 14.760, 1678.0
1477, 14.770, 1667.0
1478, 14.780, 1679.0
1479, 14.790, 1759.0
1480, 14.800, 2061.0
1481, 14.810, 2179.0
1482, 14.820, 1885.0
1483, 14.830, 1779.0
1484, 14.840, 2059.0
1485, 14.850, 2140.0
1486, 14.860, 2171.0
1487, 14.870, 2007.0
1488, 14.880, 1766.0
1489, 14.890, 2116.0
1490, 14.900, 2190.0
1491, 14.910, 2239.0
1492, 14.920, 2098.0
1493, 14.930, 1804.0
1494, 14.940, 1902.0
1495, 14.950, 2134.0
1496, 14.960, 2156.0
1497, 14.970, 1827.0
1498, 14.980, 1704.0
1499, 14.990, 1810.0
1500, 15.000, 1928.0
1501, 15.010, 1809.0
1502, 15.020, 1675.0
1503, 15.030, 1639.0
1504, 15.040, 1676.0
1505, 15.050, 1709.0
1506, 15.060, 1702.0
1507, 15.070, 1626.0
1508, 15.080, 1614.0
1509, 15.090, 1585.0
1510, 15.100, 1573.0
1511, 15.110, 1599.0
1512, 15.120, 1572.0
1513, 15.130, 1606.0
1514, 15.140, 1577.0
1515, 15.150, 1479.0
1516, 15.160, 1519.0
1517, 15.170, 1549.0
1518, 15.180, 1606.0
1519, 15.190, 1569.0
1520, 15.200, 1492.0
1521, 15.210, 1502.0
1522, 15.220, 1578.0
1523, 15.230, 1608.0
1524, 15.240, 1591.0
1525, 15.250, 1496.0
1526, 15.260, 1509.0
1527, 15.270, 1588.0
1528, 15.280, 1646.0
1529, 15.290, 1627.0
1530, 15.300, 1601.0
1531, 15.310, 1580.0
1532, 15.320, 1632.0
1533, 15.330, 1667.0
1534, 15.340, 1677.0
1535, 15.350, 1670.0
1536, 15.360, 1697.0
1537, 15.370, 1727.0
1538, 15.380, 1739.0
1539, 15.390, 1722.0
1540, 15.400, 1757.0
1541, 15.410, 2067.0
1542, 15.420, 1821.0
1543, 15.430, 1812.0
1544, 15.440, 1879.0
1545, 15.450, 2151.0
1546, 15.460, 2192.0
1547, 15.470, 2078.0
1548, 15.480, 1885.0
1549, 15.490, 2169.0
1550, 15.500, 2236.0
1551, 15.510, 2253.0
1552, 15.520, 2160.0
1553, 15.530, 1942.0
1554, 15.540, 2119.0
1555, 15.550, 2191.0
1556, 15.560, 2228.0
1557, 15.570, 2015.0
1558, 15.580, 1738.0
1559, 15.590, 1809.0
1560, 15.600, 2139.0
1561, 15.610, 1906.0
1562, 15.620, 1721.0
1563, 15.630, 1680.0
1564, 15.640, 1690.0
1565, 15.650, 1765.0
1566, 15.660, 1741.0
1567, 15.670, 1634.0
1568, 15.680, 1618.0
1569, 15.690, 1581.0
1570, 15.700, 1609.0
1571, 15.710, 1585.0
1572, 15.720, 1570.0
1573, 15.730, 1595.0
1574, 15.740, 1558.0
1575, 15.750, 1482.0
1576, 15.760, 1503.0
1577, 15.770, 1538.0
1578, 15.780, 1600.0
1579, 15.790, 1551.0
1580, 15.800, 1476.0
1581, 15.810, 1488.0
1582, 15.820, 1549.0
1583, 15.830, 1599.0
1584, 15.840, 1546.0
1585, 15.850, 1510.0
1586, 15.860, 1531.0
1587, 15.870, 1596.0
1588, 15.880, 1636.0
1589, 15.890, 1626.0
1590, 15.900, 1639.0
1591, 15.910, 1605.0
1592, 15.920, 1642.0
1593, 15.930, 1711.0
1594, 15.940, 1703.0
1595, 15.950, 1762.0
1596, 15.960, 1796.0
1597, 15.970, 1762.0
1598, 15.980, 1792.0
1599, 15.990, 1845.0
1600, 16.000, 2104.0
1601, 16.010, 2211.0
1602, 16.020, 2059.0
1603, 16.030, 1972.0
1604, 16.040, 2143.0
1605, 16.050, 2257.0
1606, 16.060, 2264.0
1607, 16.070, 2113.0
1608, 16.080, 1953.0
1609, 16.090, 2128.0
1610, 16.100, 2257.0
1611, 16.110, 2217.0
1612, 16.120, 1853.0
1613, 16.130, 1731.0
1614, 16.140, 1829.0
1615, 16.150, 2066.0
1616, 16.160, 1838.0
1617, 16.170, 1716.0
1618, 16.180, 1673.0
1619, 16.190, 1657.0
1620, 16.200, 1714.0
1621, 16.210, 1596.0
1622, 16.220, 1591.0
1623, 16.230, 1611.0
1624, 16.240, 1546.0
1625, 16.250, 1535.0
1626, 16.260, 1520.0
1627, 16.270, 1528.0
1628, 16.280, 1595.0
1629, 16.290, 1510.0
1630, 16.300, 1450.0
1631, 16.310, 1472.0
1632, 16.320, 1560.0
1633, 16.330, 1597.0
1634, 16.340, 1510.0
1635, 16.350, 1471.0
1636, 16.360, 1512.0
1637, 16.370, 1603.0
1638, 16.380, 1653.0
1639, 16.390, 1634.0
1640, 16.400, 1592.0
1641, 16.410, 1529.0
1642, 16.420, 1617.0
1643, 16.430, 1662.0
1644, 16.440, 1794.0
1645, 16.450, 2220.0
1646, 16.460, 2099.0
1647, 16.470, 1733.0
1648, 16.480, 1739.0
1649, 16.490, 1692.0
1650, 16.500, 2196.0
1651, 16.510, 2189.0
1652, 16.520, 1870.0
1653, 16.530, 1794.0
1654, 16.540, 1787.0
1655, 16.550, 2087.0
1656, 16.560, 2068.0
1657, 16.570, 1902.0
1658, 16.580, 1661.0
1659, 16.590, 1775.0
1660, 16.600, 2244.0
1661, 16.610, 2217.0
1662, 16.620, 1960.0
1663, 16.630, 1688.0
1664, 16.640, 1689.0
1665, 16.650, 1693.0
1666, 16.660, 1690.0
1667, 16.670, 1676.0
1668, 16.680, 1658.0
1669, 16.690, 1703.0
1670, 16.700, 1716.0
1671, 16.710, 1552.0
1672, 16.720, 1597.0
1673, 16.730, 1590.0
1674, 16.740, 1606.0
1675, 16.750, 1666.0
1676, 16.760, 1586.0
1677, 16.770, 1600.0
1678, 16.780, 1649.0
1679, 16.790, 1595.0
1680, 16.800, 1476.0
1681, 16.810, 1499.0
1682, 16.820, 1626.0
1683, 16.830, 1603.0
1684, 16.840, 1728.0
1685, 16.850, 1739.0
1686, 16.860, 1572.0
1687, 16.870, 1593.0
1688, 16.880, 1634.0
1689, 16.890, 1646.0
1690, 16.900, 1793.0
1691, 16.910, 2115.0
1692, 16.920, 1818.0
1693, 16.930, 1711.0
1694, 16.940, 1702.0
1695, 16.950, 1764.0
1696, 16.960, 1849.0
1697, 16.970, 1962.0
1698, 16.980, 1805.0
1699, 16.990, 2195.0
1700, 17.000, 2225.0
1701, 17.010, 2174.0
1702, 17.020, 1986.0
1703, 17.030, 1915.0
1704, 17.040, 2216.0
1705, 17.050, 2261.0
1706, 17.060, 2227.0
1707, 17.070, 2154.0
1708, 17.080, 2015.0
1709, 17.090, 2221.0
1710, 17.100, 2222.0
1711, 17.110, 1866.0
1712, 17.120, 1678.0
1713, 17.130, 1678.0
1714, 17.140, 2103.0
1715, 17.150, 2159.0
1716, 17.160, 1916.0
1717, 17.170, 1665.0
1718, 17.180, 1597.0
1719, 17.190, 1617.0
1720, 17.200, 1636.0
1721, 17.210, 1667.0
1722, 17.220, 1659.0
1723, 17.230, 1552.0
1724, 17.240, 1494.0
1725, 17.250, 1415.0
1726, 17.260, 1501.0
1727, 17.270, 1560.0
1728, 17.280, 1548.0
1729, 17.290, 1481.0
1730, 17.300, 1457.0
1731, 17.310, 1465.0
1732, 17.320, 1543.0
1733, 17.330, 1556.0
1734, 17.340, 1500.0
1735, 17.350, 1501.0
1736, 17.360, 1535.0
1737, 17.370, 1611.0
1738, 17.380, 1665.0
1739, 17.390, 1614.0
1740, 17.400, 1562.0
1741, 17.410, 1617.0
1742, 17.420, 1672.0
1743, 17.430, 1706.0
1744, 17.440, 2136.0
1745, 17.450, 1825.0
1746, 17.460, 1721.0
1747, 17.470, 1731.0
1748, 17.480, 1710.0
1749, 17.490, 2178.0
1750, 17.500, 2229.0
1751, 17.510, 2256.0
1752, 17.520, 1978.0
1753, 17.530, 2070.0
1754, 17.540, 2213.0
1755, 17.550, 2276.0
1756, 17.560, 2299.0
1757, 17.570, 2183.0
1758, 17.580, 2144.0
1759, 17.590, 2210.0
1760, 17.600, 2284.0
1761, 17.610, 2195.0
1762, 17.620, 1779.0
1763, 17.630, 1791.0
1764, 17.640, 1992.0
1765, 17.650, 2118.0
1766, 17.660, 1993.0
1767, 17.670, 1683.0
1768, 17.680, 1673.0
1769, 17.690, 1570.0
1770, 17.700, 1603.0
1771, 17.710, 1593.0
1772, 17.720, 1569.0
1773, 17.730, 1576.0
1774, 17.740, 1510.0
1775, 17.750, 1443.0
1776, 17.760, 1478.0
1777, 17.770, 1500.0
1778, 17.780, 1521.0
1779, 17.790, 1429.0
1780, 17.800, 1407.0
1781, 17.810, 1475.0
1782, 17.820, 1569.0
1783, 17.830, 1599.0
1784, 17.840, 1512.0
1785, 17.850, 1450.0
1786, 17.860, 1510.0
1787, 17.870, 1622.0
1788, 17.880, 1692.0
1789, 17.890, 1645.0
1790, 17.900, 1667.0
1791, 17.910, 1672.0
1792, 17.920, 1684.0
1793, 17.930, 1715.0
1794, 17.940, 1702.0
1795, 17.950, 2172.0
1796, 17.960, 2159.0
1797, 17.970, 1895.0
1798, 17.980, 1946.0
1799, 17.990, 2091.0
1800, 18.000, 2272.0
1801, 18.010, 2276.0
1802, 18.020, 2077.0
1803, 18.030, 2081.0
1804, 18.040, 2205.0
1805, 18.050, 2305.0
1806, 18.060, 2269.0
1807, 18.070, 2144.0
1808, 18.080, 2164.0
1809, 18.090, 2284.0
1810, 18.100, 2355.0
1811, 18.110, 2207.0
1812, 18.120, 1732.0
1813, 18.130, 1700.0
1814, 18.140, 2036.0
1815, 18.150, 2230.0
1816, 18.160, 1852.0
1817, 18.170, 1683.0
1818, 18.180, 1623.0
1819, 18.190, 1542.0
1820, 18.200, 1629.0
1821, 18.210, 1640.0
1822, 18.220, 1667.0
1823, 18.230, 1603.0
1824, 18.240, 1450.0
1825, 18.250, 1448.0
1826, 18.260, 1545.0
1827, 18.270, 1594.0
1828, 18.280, 1586.0
1829, 18.290, 1527.0
1830, 18.300, 1437.0
1831, 18.310, 1468.0
1832, 18.320, 1549.0
1833, 18.330, 1550.0
1834, 18.340, 1552.0
1835, 18.350, 1552.0
1836, 18.360, 1592.0
1837, 18.370, 1628.0
1838, 18.380, 1595.0
1839, 18.390, 1579.0
1840, 18.400, 1623.0
1841, 18.410, 1656.0
1842, 18.420, 1773.0
1843, 18.430, 1755.0
1844, 18.440, 1696.0
1845, 18.450, 1774.0
1846, 18.460, 1894.0
1847, 18.470, 2019.0
1848, 18.480, 1928.0
1849, 18.490, 2102.0
1850, 18.500, 2209.0
1851, 18.510, 2227.0
1852, 18.520, 2160.0
1853, 18.530, 2153.0
1854, 18.540, 2197.0
1855, 18.550, 2323.0
1856, 18.560, 2217.0
