ID, t, I
1857, 18.570, 1912.0
1858, 18.580, 1865.0
1859, 18.590, 2249.0
1860, 18.600, 2292.0
1861, 18.610, 2224.0
1862, 18.620, 2176.0
1863, 18.630, 1750.0
1864, 18.640, 1968.0
1865, 18.650, 1980.0
1866, 18.660, 1860.0
1867, 18.670, 1747.0
1868, 18.680, 1618.0
1869, 18.690, 1583.0
1870, 18.700, 1632.0
1871, 18.710, 1661.0
1872, 18.720, 1657.0
1873, 18.730, 1530.0
1874, 18.740, 1469.0
1875, 18.750, 1447.0
1876, 18.760, 1520.0
1877, 18.770, 1599.0
1878, 18.780, 1550.0
1879, 18.790, 1445.0
1880, 18.800, 1460.0
1881, 18.810, 1507.0
1882, 18.820, 1626.0
1883, 18.830, 1568.0
1884, 18.840, 1451.0
1885, 18.850, 1476.0
1886, 18.860, 1597.0
1887, 18.870, 1688.0
1888, 18.880, 1620.0
1889, 18.890, 1582.0
1890, 18.900, 1576.0
1891, 18.910, 1644.0
1892, 18.920, 1696.0
1893, 18.930, 1711.0
1894, 18.940, 1782.0
1895, 18.950, 1803.0
1896, 18.960, 1830.0
1897, 18.970, 1901.0
1898, 18.980, 2079.0
1899, 18.990, 2258.0
1900, 19.000, 2215.0
1901, 19.010, 2159.0
1902, 19.020, 2166.0
1903, 19.030, 2211.0
1904, 19.040, 2341.0
1905, 19.050, 2328.0
1906, 19.060, 2210.0
1907, 19.070, 2143.0
1908, 19.080, 2121.0
1909, 19.090, 2252.0
1910, 19.100, 2257.0
1911, 19.110, 2215.0
1912, 19.120, 2034.0
1913, 19.130, 2000.0
1914, 19.140, 2038.0
1915, 19.150, 1725.0
1916, 19.160, 1692.0
1917, 19.170, 1622.0
1918, 19.180, 1666.0
1919, 19.190, 1697.0
1920, 19.200, 1555.0
1921, 19.210, 1516.0
1922, 19.220, 1561.0
1923, 19.230, 1523.0
1924, 19.240, 1516.0
1925, 19.250, 1439.0
1926, 19.260, 1496.0
1927, 19.270, 1534.0
1928, 19.280, 1478.0
1929, 19.290, 1445.0
1930, 19.300, 1423.0
1931, 19.310, 1479.0
1932, 19.320, 1580.0
1933, 19.330, 1594.0
1934, 19.340, 1525.0
1935, 19.350, 1543.0
1936, 19.360, 1579.0
1937, 19.370, 1608.0
1938, 19.380, 1648.0
1939, 19.390, 1637.0
1940, 19.400, 1596.0
1941, 19.410, 1641.0
1942, 19.420, 1664.0
1943, 19.430, 1799.0
1944, 19.440, 2151.0
1945, 19.450, 1975.0
1946, 19.460, 1925.0
1947, 19.470, 1851.0
1948, 19.480, 2187.0
1949, 19.490, 2301.0
1950, 19.500, 2223.0
1951, 19.510, 2225.0
1952, 19.520, 2092.0
1953, 19.530, 2258.0
1954, 19.540, 2389.0
1955, 19.550, 2377.0
1956, 19.560, 2291.0
1957, 19.570, 2147.0
1958, 19.580, 2233.0
1959, 19.590, 2313.0
1960, 19.600, 2314.0
1961, 19.610, 2110.0
1962, 19.620, 1651.0
1963, 19.630, 1753.0
1964, 19.640, 1893.0
1965, 19.650, 1777.0
1966, 19.660, 1696.0
1967, 19.670, 1595.0
1968, 19.680, 1602.0
1969, 19.690, 1579.0
1970, 19.700, 1570.0
1971, 19.710, 1573.0
1972, 19.720, 1543.0
1973, 19.730, 1510.0
1974, 19.740, 1451.0
1975, 19.750, 1430.0
1976, 19.760, 1583.0
1977, 19.770, 1569.0
1978, 19.780, 1526.0
1979, 19.790, 1449.0
1980, 19.800, 1401.0
1981, 19.810, 1541.0
1982, 19.820, 1591.0
1983, 19.830, 1562.0
1984, 19.840, 1526.0
1985, 19.850, 1486.0
1986, 19.860, 1573.0
1987, 19.870, 1627.0
1988, 19.880, 1697.0
1989, 19.890, 1664.0
1990, 19.900, 1599.0
1991, 19.910, 1618.0
1992, 19.920, 1695.0
1993, 19.930, 2034.0
1994, 19.940, 1957.0
1995, 19.950, 2092.0
1996, 19.960, 1814.0
1997, 19.970, 1734.0
1998, 19.980, 2178.0
1999, 19.990, 2202.0
2000, 20.000, 2273.0
2001, 20.010, 2202.0
2002, 20.020, 2088.0
2003, 20.030, 2261.0
2004, 20.040, 2352.0
2005, 20.050, 2433.0
2006, 20.060, 2215.0
2007, 20.070, 2061.0
2008, 20.080, 2218.0
2009, 20.090, 2327.0
2010, 20.100, 2291.0
2011, 20.110, 1840.0
2012, 20.120, 1771.0
2013, 20.130, 2092.0
2014, 20.140, 2078.0
2015, 20.150, 2110.0
2016, 20.160, 1698.0
2017, 20.170, 1617.0
2018, 20.180, 1639.0
2019, 20.190, 1514.0
2020, 20.200, 1574.0
2021, 20.210, 1578.0
2022, 20.220, 1582.0
2023, 20.230, 1510.0
2024, 20.240, 1396.0
2025, 20.250, 1458.0
2026, 20.260, 1503.0
2027, 20.270, 1529.0
2028, 20.280, 1474.0
2029, 20.290, 1393.0
2030, 20.300, 1442.0
2031, 20.310, 1512.0
2032, 20.320, 1611.0
2033, 20.330, 1563.0
2034, 20.340, 1493.0
2035, 20.350, 1515.0
2036, 20.360, 1558.0
2037, 20.370, 1603.0
2038, 20.380, 1619.0
2039, 20.390, 1645.0
2040, 20.400, 1651.0
2041, 20.410, 1636.0
2042, 20.420, 1743.0
2043, 20.430, 1721.0
2044, 20.440, 1777.0
2045, 20.450, 2146.0
2046, 20.460, 1719.0
2047, 20.470, 1983.0
2048, 20.480, 2172.0
2049, 20.490, 2193.0
2050, 20.500, 2293.0
2051, 20.510, 2222.0
2052, 20.520, 2194.0
2053, 20.530, 2260.0
2054, 20.540, 2362.0
2055, 20.550, 2464.0
2056, 20.560, 2314.0
2057, 20.570, 2213.0
2058, 20.580, 2261.0
2059, 20.590, 2381.0
2060, 20.600, 2373.0
2061, 20.610, 2190.0
2062, 20.620, 2102.0
2063, 20.630, 1695.0
2064, 20.640, 2094.0
2065, 20.650, 1982.0
2066, 20.660, 1667.0
2067, 20.670, 1703.0
2068, 20.680, 1572.0
2069, 20.690, 1557.0
2070, 20.700, 1580.0
2071, 20.710, 1581.0
2072, 20.720, 1675.0
2073, 20.730, 1491.0
2074, 20.740, 1436.0
2075, 20.750, 1454.0
2076, 20.760, 1541.0
2077, 20.770, 1596.0
2078, 20.780, 1511.0
2079, 20.790, 1440.0
2080, 20.800, 1471.0
2081, 20.810, 1567.0
2082, 20.820, 1609.0
2083, 20.830, 1529.0
2084, 20.840, 1529.0
2085, 20.850, 1562.0
2086, 20.860, 1638.0
2087, 20.870, 1685.0
2088, 20.880, 1565.0
2089, 20.890, 1574.0
2090, 20.900, 1609.0
2091, 20.910, 1667.0
2092, 20.920, 1832.0
2093, 20.930, 1698.0
2094, 20.940, 1799.0
2095, 20.950, 1723.0
2096, 20.960, 1733.0
2097, 20.970, 1949.0
2098, 20.980, 2009.0
2099, 20.990, 2213.0
2100, 21.000, 2180.0
2101, 21.010, 2174.0
2102, 21.020, 2039.0
2103, 21.030, 2230.0
2104, 21.040, 2396.0
2105, 21.050, 2406.0
2106, 21.060, 2254.0
2107, 21.070, 2197.0
2108, 21.080, 2268.0
2109, 21.090, 2371.0
2110, 21.100, 2320.0
2111, 21.110, 2265.0
2112, 21.120, 2132.0
2113, 21.130, 1751.0
2114, 21.140, 2207.0
2115, 21.150, 1813.0
2116, 21.160, 1861.0
2117, 21.170, 1747.0
2118, 21.180, 1565.0
2119, 21.190, 1569.0
2120, 21.200, 1543.0
2121, 21.210, 1625.0
2122, 21.220, 1624.0
2123, 21.230, 1475.0
2124, 21.240, 1457.0
2125, 21.250, 1443.0
2126, 21.260, 1561.0
2127, 21.270, 1566.0
2128, 21.280, 1492.0
2129, 21.290, 1443.0
2130, 21.300, 1512.0
2131, 21.310, 1643.0
2132, 21.320, 1644.0
2133, 21.330, 1539.0
2134, 21.340, 1487.0
2135, 21.350, 1519.0
2136, 21.360, 1613.0
2137, 21.370, 1606.0
2138, 21.380, 1639.0
2139, 21.390, 1624.0
2140, 21.400, 1603.0
2141, 21.410, 1700.0
2142, 21.420, 1694.0
2143, 21.430, 1746.0
2144, 21.440, 1867.0
2145, 21.450, 1761.0
2146, 21.460, 1817.0
2147, 21.470, 1838.0
2148, 21.480, 2139.0
2149, 21.490, 2239.0
2150, 21.500, 2204.0
2151, 21.510, 2085.0
2152, 21.520, 1822.0
2153, 21.530, 2205.0
2154, 21.540, 2307.0
2155, 21.550, 2270.0
2156, 21.560, 2235.0
2157, 21.570, 1832.0
2158, 21.580, 2288.0
2159, 21.590, 2382.0
2160, 21.600, 2356.0
2161, 21.610, 2308.0
2162, 21.620, 1857.0
2163, 21.630, 2107.0
2164, 21.640, 1772.0
2165, 21.650, 1711.0
2166, 21.660, 1766.0
2167, 21.670, 1622.0
2168, 21.680, 1661.0
2169, 21.690, 1560.0
2170, 21.700, 1555.0
2171, 21.710, 1615.0
2172, 21.720, 1558.0
2173, 21.730, 1515.0
2174, 21.740, 1501.0
2175, 21.750, 1491.0
2176, 21.760, 1615.0
2177, 21.770, 1587.0
2178, 21.780, 1509.0
2179, 21.790, 1453.0
2180, 21.800, 1513.0
2181, 21.810, 1608.0
2182, 21.820, 1569.0
2183, 21.830, 1566.0
2184, 21.840, 1533.0
2185, 21.850, 1609.0
2186, 21.860, 1694.0
2187, 21.870, 1675.0
2188, 21.880, 1642.0
2189, 21.890, 1591.0
2190, 21.900, 1640.0
2191, 21.910, 1720.0
2192, 21.920, 1758.0
2193, 21.930, 1945.0
2194, 21.940, 1749.0
2195, 21.950, 1733.0
2196, 21.960, 1747.0
2197, 21.970, 1800.0
2198, 21.980, 2258.0
2199, 21.990, 2326.0
2200, 22.000, 2272.0
2201, 22.010, 2166.0
2202, 22.020, 2147.0
2203, 22.030, 2369.0
2204, 22.040, 2374.0
2205, 22.050, 2391.0
2206, 22.060, 2181.0
2207, 22.070, 2183.0
2208, 22.080, 2341.0
2209, 22.090, 2362.0
2210, 22.100, 2390.0
2211, 22.110, 2027.0
2212, 22.120, 1786.0
2213, 22.130, 1926.0
2214, 22.140, 1765.0
2215, 22.150, 1879.0
2216, 22.160, 1746.0
2217, 22.170, 1633.0
2218, 22.180, 1615.0
2219, 22.190, 1549.0
2220, 22.200, 1648.0
2221, 22.210, 1614.0
2222, 22.220, 1577.0
2223, 22.230, 1523.0
2224, 22.240, 1433.0
2225, 22.250, 1524.0
2226, 22.260, 1591.0
2227, 22.270, 1612.0
2228, 22.280, 1527.0
2229, 22.290, 1480.0
2230, 22.300, 1558.0
2231, 22.310, 1603.0
2232, 22.320, 1647.0
2233, 22.330, 1553.0
2234, 22.340, 1543.0
2235, 22.350, 1586.0
2236, 22.360, 1611.0
2237, 22.370, 1669.0
2238, 22.380, 1639.0
2239, 22.390, 1671.0
2240, 22.400, 1646.0
2241, 22.410, 1644.0
2242, 22.420, 1727.0
2243, 22.430, 1931.0
2244, 22.440, 1797.0
2245, 22.450, 1863.0
2246, 22.460, 1714.0
2247, 22.470, 2153.0
2248, 22.480, 2262.0
2249, 22.490, 2329.0
2250, 22.500, 2275.0
2251, 22.510, 1976.0
2252, 22.520, 2243.0
2253, 22.530, 2283.0
2254, 22.540, 2409.0
2255, 22.550, 2263.0
2256, 22.560, 2011.0
2257, 22.570, 2261.0
2258, 22.580, 2378.0
2259, 22.590, 2457.0
2260, 22.600, 2314.0
2261, 22.610, 1912.0
2262, 22.620, 1763.0
2263, 22.630, 1705.0
2264, 22.640, 2153.0
2265, 22.650, 2035.0
2266, 22.660, 1703.0
2267, 22.670, 1738.0
2268, 22.680, 1582.0
2269, 22.690, 1548.0
2270, 22.700, 1614.0
2271, 22.710, 1593.0
2272, 22.720, 1647.0
2273, 22.730, 1493.0
2274, 22.740, 1492.0
2275, 22.750, 1537.0
2276, 22.760, 1613.0
2277, 22.770, 1588.0
2278, 22.780, 1497.0
2279, 22.790, 1474.0
2280, 22.800, 1537.0
2281, 22.810, 1587.0
2282, 22.820, 1618.0
2283, 22.830, 1577.0
2284, 22.840, 1549.0
2285, 22.850, 1565.0
2286, 22.860, 1587.0
2287, 22.870, 1630.0
2288, 22.880, 1677.0
2289, 22.890, 1731.0
2290, 22.900, 1645.0
2291, 22.910, 1654.0
2292, 22.920, 1715.0
2293, 22.930, 1674.0
2294, 22.940, 1918.0
2295, 22.950, 1816.0
2296, 22.960, 1738.0
2297, 22.970, 1954.0
2298, 22.980, 1872.0
2299, 22.990, 2230.0
2300, 23.000, 2131.0
2301, 23.010, 2100.0
2302, 23.020, 2173.0
2303, 23.030, 2327.0
2304, 23.040, 2435.0
2305, 23.050, 2256.0
2306, 23.060, 2137.0
2307, 23.070, 2171.0
2308, 23.080, 2329.0
2309, 23.090, 2344.0
2310, 23.100, 1984.0
2311, 23.110, 1766.0
2312, 23.120, 2191.0
2313, 23.130, 2233.0
2314, 23.140, 2275.0
2315, 23.150, 1699.0
2316, 23.160, 1731.0
2317, 23.170, 1619.0
2318, 23.180, 1620.0
2319, 23.190, 1991.0
2320, 23.200, 1663.0
2321, 23.210, 1679.0
2322, 23.220, 1569.0
2323, 23.230, 1505.0
2324, 23.240, 1557.0
2325, 23.250, 1602.0
2326, 23.260, 1633.0
2327, 23.270, 1554.0
2328, 23.280, 1530.0
2329, 23.290, 1518.0
2330, 23.300, 1587.0
2331, 23.310, 1649.0
2332, 23.320, 1611.0
2333, 23.330, 1555.0
2334, 23.340, 1533.0
2335, 23.350, 1581.0
2336, 23.360, 1672.0
2337, 23.370, 1615.0
2338, 23.380, 1618.0
2339, 23.390, 1623.0
2340, 23.400, 1575.0
2341, 23.410, 1703.0
2342, 23.420, 1613.0
2343, 23.430, 1712.0
2344, 23.440, 1845.0
2345, 23.450, 1704.0
2346, 23.460, 1779.0
2347, 23.470, 1717.0
2348, 23.480, 2160.0
2349, 23.490, 2239.0
2350, 23.500, 2109.0
2351, 23.510, 1880.0
2352, 23.520, 2095.0
2353, 23.530, 2306.0
2354, 23.540, 2410.0
2355, 23.550, 2312.0
2356, 23.560, 2207.0
2357, 23.570, 2193.0
2358, 23.580, 2373.0
2359, 23.590, 2346.0
2360, 23.600, 2264.0
2361, 23.610, 2230.0
2362, 23.620, 1833.0
2363, 23.630, 2238.0
2364, 23.640, 2190.0
2365, 23.650, 2004.0
2366, 23.660, 2025.0
2367, 23.670, 1653.0
2368, 23.680, 1873.0
2369, 23.690, 1683.0
2370, 23.700, 1698.0
2371, 23.710, 1717.0
2372, 23.720, 1600.0
2373, 23.730, 1553.0
2374, 23.740, 1603.0
2375, 23.750, 1636.0
2376, 23.760, 1667.0
2377, 23.770, 1575.0
2378, 23.780, 1559.0
2379, 23.790, 1549.0
2380, 23.800, 1598.0
2381, 23.810, 1629.0
2382, 23.820, 1572.0
2383, 23.830, 1579.0
2384, 23.840, 1536.0
2385, 23.850, 1610.0
2386, 23.860, 1649.0
2387, 23.870, 1598.0
2388, 23.880, 1590.0
2389, 23.890, 1538.0
2390, 23.900, 1625.0
2391, 23.910, 1666.0
2392, 23.920, 1627.0
2393, 23.930, 1689.0
2394, 23.940, 1607.0
2395, 23.950, 1667.0
2396, 23.960, 1677.0
2397, 23.970, 1727.0
2398, 23.980, 2100.0
2399, 23.990, 1913.0
2400, 24.000, 1766.0
2401, 24.010, 1757.0
2402, 24.020, 2149.0
2403, 24.030, 2348.0
2404, 24.040, 2272.0
2405, 24.050, 2241.0
2406, 24.060, 2204.0
2407, 24.070, 2322.0
2408, 24.080, 2432.0
2409, 24.090, 2271.0
2410, 24.100, 2246.0
2411, 24.110, 2084.0
2412, 24.120, 2288.0
2413, 24.130, 2242.0
2414, 24.140, 2121.0
2415, 24.150, 2138.0
2416, 24.160, 1685.0
2417, 24.170, 1669.0
2418, 24.180, 1876.0
2419, 24.190, 1787.0
2420, 24.200, 1713.0
2421, 24.210, 1655.0
2422, 24.220, 1608.0
2423, 24.230, 1599.0
2424, 24.240, 1559.0
2425, 24.250, 1627.0
2426, 24.260, 1610.0
2427, 24.270, 1598.0
2428, 24.280, 1541.0
2429, 24.290, 1516.0
2430, 24.300, 1623.0
2431, 24.310, 1588.0
2432, 24.320, 1611.0
2433, 24.330, 1547.0
2434, 24.340, 1565.0
2435, 24.350, 1702.0
2436, 24.360, 1620.0
2437, 24.370, 1662.0
2438, 24.380, 1589.0
2439, 24.390, 1588.0
2440, 24.400, 1636.0
2441, 24.410, 1645.0
2442, 24.420, 1710.0
2443, 24.430, 1697.0
2444, 24.440, 1640.0
2445, 24.450, 1694.0
2446, 24.460, 1698.0
2447, 24.470, 2190.0
2448, 24.480, 2202.0
2449, 24.490, 2071.0
2450, 24.500, 1917.0
2451, 24.510, 1891.0
2452, 24.520, 2288.0
2453, 24.530, 2301.0
2454, 24.540, 2333.0
2455, 24.550, 2211.0
2456, 24.560, 2014.0
2457, 24.570, 2311.0
2458, 24.580, 2289.0
2459, 24.590, 2391.0
2460, 24.600, 2217.0
2461, 24.610, 1836.0
2462, 24.620, 2254.0
2463, 24.630, 2064.0
2464, 24.640, 2203.0
2465, 24.650, 2130.0
2466, 24.660, 1729.0
2467, 24.670, 1723.0
2468, 24.680, 1684.0
2469, 24.690, 1674.0
2470, 24.700, 1735.0
2471, 24.710, 1675.0
2472, 24.720, 1666.0
2473, 24.730, 1565.0
2474, 24.740, 1594.0
2475, 24.750, 1613.0
2476, 24.760, 1626.0
2477, 24.770, 1581.0
2478, 24.780, 1522.0
2479, 24.790, 1585.0
2480, 24.800, 1599.0
2481, 24.810, 1639.0
2482, 24.820, 1567.0
2483, 24.830, 1520.0
2484, 24.840, 1618.0
2485, 24.850, 1587.0
2486, 24.860, 1599.0
2487, 24.870, 1620.0
2488, 24.880, 1536.0
2489, 24.890, 1619.0
2490, 24.900, 1597.0
2491, 24.910, 1615.0
2492, 24.920, 1695.0
2493, 24.930, 1678.0
2494, 24.940, 1697.0
2495, 24.950, 1675.0
2496, 24.960, 1766.0
2497, 24.970, 2074.0
2498, 24.980, 1969.0
2499, 24.990, 2209.0
2500, 25.000, 1804.0
2501, 25.010, 2151.0
2502, 25.020, 2146.0
2503, 25.030, 2278.0
2504, 25.040, 2385.0
2505, 25.050, 2147.0
2506, 25.060, 2229.0
2507, 25.070, 2241.0
2508, 25.080, 2391.0
2509, 25.090, 2444.0
2510, 25.100, 2126.0
2511, 25.110, 2073.0
2512, 25.120, 2233.0
2513, 25.130, 2213.0
2514, 25.140, 2320.0
2515, 25.150, 1967.0
2516, 25.160, 1818.0
2517, 25.170, 1767.0
2518, 25.180, 1723.0
2519, 25.190, 1877.0
2520, 25.200, 1740.0
2521, 25.210, 1719.0
2522, 25.220, 1625.0
2523, 25.230, 1575.0
2524, 25.240, 1663.0
2525, 25.250, 1668.0
2526, 25.260, 1660.0
2527, 25.270, 1563.0
2528, 25.280, 1581.0
2529, 25.290, 1588.0
2530, 25.300, 1615.0
2531, 25.310, 1619.0
2532, 25.320, 1548.0
2533, 25.330, 1545.0
2534, 25.340, 1590.0
2535, 25.350, 1572.0
2536, 25.360, 1647.0
2537, 25.370, 1573.0
2538, 25.380, 1564.0
2539, 25.390, 1624.0
2540, 25.400, 1551.0
2541, 25.410, 1663.0
2542, 25.420, 1599.0
2543, 25.430, 1610.0
2544, 25.440, 1632.0
2545, 25.450, 1611.0
2546, 25.460, 1715.0
2547, 25.470, 1686.0
2548, 25.480, 1780.0
2549, 25.490, 1777.0
2550, 25.500, 1731.0
2551, 25.510, 1841.0
2552, 25.520, 1957.0
2553, 25.530, 2260.0
2554, 25.540, 2203.0
2555, 25.550, 2022.0
2556, 25.560, 2159.0
2557, 25.570, 2195.0
2558, 25.580, 2373.0
2559, 25.590, 2305.0
2560, 25.600, 2134.0
2561, 25.610, 2320.0
2562, 25.620, 2245.0
2563, 25.630, 2264.0
2564, 25.640, 2227.0
2565, 25.650, 1779.0
2566, 25.660, 2188.0
2567, 25.670, 1849.0
2568, 25.680, 2230.0
2569, 25.690, 1871.0
2570, 25.700, 1737.0
2571, 25.710, 1688.0
2572, 25.720, 1641.0
2573, 25.730, 1700.0
2574, 25.740, 1692.0
2575, 25.750, 1686.0
2576, 25.760, 1633.0
2577, 25.770, 1567.0
2578, 25.780, 1593.0
2579, 25.790, 1606.0
2580, 25.800, 1654.0
2581, 25.810, 1612.0
2582, 25.820, 1522.0
2583, 25.830, 1552.0
2584, 25.840, 1567.0
2585, 25.850, 1676.0
2586, 25.860, 1678.0
2587, 25.870, 1520.0
2588, 25.880, 1567.0
2589, 25.890, 1531.0
2590, 25.900, 1583.0
2591, 25.910, 1682.0
2592, 25.920, 1616.0
2593, 25.930, 1655.0
2594, 25.940, 1561.0
2595, 25.950, 1625.0
2596, 25.960, 1671.0
2597, 25.970, 1917.0
2598, 25.980, 1855.0
2599, 25.990, 1699.0
2600, 26.000, 1731.0
2601, 26.010, 1785.0
2602, 26.020, 2200.0
2603, 26.030, 2325.0
2604, 26.040, 2107.0
2605, 26.050, 2140.0
2606, 26.060, 1800.0
2607, 26.070, 2128.0
2608, 26.080, 2342.0
2609, 26.090, 2199.0
2610, 26.100, 2213.0
2611, 26.110, 1846.0
2612, 26.120, 2157.0
2613, 26.130, 2284.0
2614, 26.140, 2155.0
2615, 26.150, 2200.0
2616, 26.160, 1987.0
2617, 26.170, 1807.0
2618, 26.180, 2048.0
2619, 26.190, 1723.0
2620, 26.200, 1788.0
2621, 26.210, 1709.0
2622, 26.220, 1681.0
2623, 26.230, 1644.0
2624, 26.240, 1654.0
2625, 26.250, 1702.0
2626, 26.260, 1639.0
2627, 26.270, 1611.0
2628, 26.280, 1589.0
2629, 26.290, 1551.0
2630, 26.300, 1686.0
2631, 26.310, 1574.0
2632, 26.320, 1556.0
2633, 26.330, 1562.0
2634, 26.340, 1555.0
2635, 26.350, 1659.0
2636, 26.360, 1551.0
2637, 26.370, 1567.0
2638, 26.380, 1570.0
2639, 26.390, 1568.0
2640, 26.400, 1613.0
2641, 26.410, 1575.0
2642, 26.420, 1595.0
2643, 26.430, 1618.0
2644, 26.440, 1593.0
2645, 26.450, 1655.0
2646, 26.460, 1628.0
2647, 26.470, 1740.0
2648, 26.480, 1735.0
2649, 26.490, 1704.0
2650, 26.500, 1759.0
2651, 26.510, 1736.0
2652, 26.520, 2208.0
2653, 26.530, 2202.0
2654, 26.540, 2125.0
2655, 26.550, 2190.0
2656, 26.560, 1942.0
2657, 26.570, 2353.0
2658, 26.580, 2277.0
2659, 26.590, 2188.0
2660, 26.600, 2152.0
2661, 26.610, 1754.0
2662, 26.620, 2275.0
2663, 26.630, 2300.0
2664, 26.640, 2275.0
2665, 26.650, 2184.0
2666, 26.660, 1997.0
2667, 26.670, 2192.0
2668, 26.680, 2197.0
2669, 26.690, 2041.0
2670, 26.700, 1907.0
2671, 26.710, 1712.0
2672, 26.720, 1781.0
2673, 26.730, 1721.0
2674, 26.740, 1730.0
2675, 26.750, 1661.0
2676, 26.760, 1605.0
2677, 26.770, 1641.0
2678, 26.780, 1598.0
2679, 26.790, 1649.0
2680, 26.800, 1631.0
2681, 26.810, 1549.0
2682, 26.820, 1597.0
2683, 26.830, 1550.0
2684, 26.840, 1633.0
2685, 26.850, 1633.0
2686, 26.860, 1533.0
2687, 26.870, 1539.0
2688, 26.880, 1548.0
2689, 26.890, 1599.0
2690, 26.900, 1649.0
2691, 26.910, 1578.0
2692, 26.920, 1557.0
2693, 26.930, 1541.0
2694, 26.940, 1582.0
2695, 26.950, 1648.0
2696, 26.960, 1619.0
2697, 26.970, 1669.0
2698, 26.980, 1571.0
2699, 26.990, 1672.0
2700, 27.000, 1674.0
2701, 27.010, 2006.0
2702, 27.020, 2126.0
2703, 27.030, 1781.0
2704, 27.040, 1858.0
2705, 27.050, 1710.0
2706, 27.060, 2158.0
2707, 27.070, 2320.0
2708, 27.080, 2223.0
2709, 27.090, 2247.0
2710, 27.100, 2155.0
2711, 27.110, 2213.0
2712, 27.120, 2373.0
2713, 27.130, 2265.0
2714, 27.140, 2287.0
2715, 27.150, 2216.0
2716, 27.160, 2135.0
2717, 27.170, 2234.0
2718, 27.180, 2200.0
2719, 27.190, 2144.0
2720, 27.200, 2046.0
2721, 27.210, 1784.0
2722, 27.220, 1785.0
2723, 27.230, 1715.0
2724, 27.240, 1814.0
2725, 27.250, 1657.0
2726, 27.260, 1708.0
2727, 27.270, 1649.0
2728, 27.280, 1623.0
2729, 27.290, 1676.0
2730, 27.300, 1619.0
2731, 27.310, 1636.0
2732, 27.320, 1601.0
2733, 27.330, 1555.0
2734, 27.340, 1627.0
2735, 27.350, 1579.0
2736, 27.360, 1542.0
2737, 27.370, 1543.0
